ชื่อสินค้า,รหัสโรงงาน,คลังสินค้า,< 1 วัน,< 1 วัน,< 1 วัน, 1 - 2 วัน, 1 - 2 วัน, 1 - 2 วัน, 3 - 3 วัน, 3 - 3 วัน, 3 - 3 วัน, 4 - 4 วัน, 4 - 4 วัน, 4 - 4 วัน,> 4 วัน,> 4 วัน,> 4 วัน,รหัสสินค้า,SAP,รหัสโรงงาน,รหัสคลัง
23000158-ชิ้นเนื้อหมูดี,564510-โรงชำแหละสุกร ทุ่งสง,คลังสินค้า-บริษัท,,0,0,,2,6.5,,0,0,,0,0,,2,32.66,23000158,23000158,564510,900
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,4,19.02,,0,0,,0,0,,0,0,,,,
23000158-ชิ้นเนื้อหมูดี,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,4,19.02,,0,0,,0,0,,0,0,23000158,23000158,734010,900
,,734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),,0,0,,11,222.24,,0,0,,0,0,,0,0,,,,
23000158-ชิ้นเนื้อหมูดี,734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),คลังสินค้า-บริษัท,,0,0,,11,222.24,,0,0,,0,0,,0,0,23000158,23000158,734610,900
,,รหัสสินค้า:23000161-ขาหมูสด,,0,0,,1,9.46,,0,0,,0,0,,0,0,,,,
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,1,9.46,,0,0,,0,0,,0,0,,,,
23000161-ขาหมูสด,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,0,0.38,,0,0,,0,0,,0,0,23000161,23000161,539910,10
23000161-ขาหมูสด,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-Freeze (0200),,0,0,,1,9.08,,0,0,,0,0,,0,0,23000161,23000161,539910,200
,,รหัสสินค้า:23000165-คากิ (ข้อสอง),,0,0,,3,13.69,,0,0,,0,0,,0,0,,,,
,,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),,0,0,,3,13.69,,0,0,,0,0,,0,0,,,,
23000165-คากิ (ข้อสอง),412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),คลังสินค้า-FG,,0,0,,3,13.69,,0,0,,0,0,,0,0,23000165,23000165,412410,900
,,รหัสสินค้า:23000167-กระดูกขาเลาะ,,18,185.7,,101,513.72,,11,47.79,,2,9.49,,14,67.07,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,0,0,,2,9.9,,11,47.79,,0,0,,14,67.07,,,,
23000167-กระดูกขาเลาะ,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,0,0,,2,9.9,,11,47.79,,0,0,,14,67.07,23000167,23000167,220910,901
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,2,11.9,,3,14.45,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,2,11.9,,3,14.45,,0,0,,0,0,,0,0,23000167,23000167,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,1,3.7,,1,1.42,,0,0,,2,9.49,,0,0,,,,
23000167-กระดูกขาเลาะ,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,1,3.7,,1,1.42,,0,0,,0,0,,0,0,23000167,23000167,262110,10
23000167-กระดูกขาเลาะ,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,0,0,,0,0,,0,0,,2,9.49,,0,0,23000167,23000167,262110,900
,,410610-โรงชำแหละสุกร หนองบัวลำภู,,2,77.65,,1,5.15,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,410610-โรงชำแหละสุกร หนองบัวลำภู,คลังสินค้า-บริษัท,,2,77.65,,1,5.15,,0,0,,0,0,,0,0,23000167,23000167,410610,900
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,9,40.6,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,9,40.6,,0,0,,0,0,,0,0,23000167,23000167,410710,900
,,410810-โรงชำแหละสุกร อ่างทอง,,1,1.22,,0,0,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,410810-โรงชำแหละสุกร อ่างทอง,คลังผลได้เชือด-บริษัท,,1,1.22,,0,0,,0,0,,0,0,,0,0,23000167,23000167,410810,900
,,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),,0,0,,8,36.47,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),คลังสินค้า-FG,,0,0,,8,36.47,,0,0,,0,0,,0,0,23000167,23000167,412410,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,66,320.04,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,0,0,,66,320.04,,0,0,,0,0,,0,0,23000167,23000167,412810,10
,,538010-โรงชำแหละสุกร สระแก้ว,,9,78.8,,0,0,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,538010-โรงชำแหละสุกร สระแก้ว,คลังสินค้า-บริษัท,,9,78.8,,0,0,,0,0,,0,0,,0,0,23000167,23000167,538010,900
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,9,77.17,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,9,77.17,,0,0,,0,0,,0,0,23000167,23000167,539010,10
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,1,5,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,589110-โรงชำแหละสุกรหนองคาย,คลังสินค้าหมูขุน,,0,0,,1,5,,0,0,,0,0,,0,0,23000167,23000167,589110,900
,,643510-โรงชำแหละสุกรแพร่,,3,12.43,,0,0,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,643510-โรงชำแหละสุกรแพร่,คลังสินค้า Chill,,3,12.43,,0,0,,0,0,,0,0,,0,0,23000167,23000167,643510,900
,,723610-โรงชำแหละสุกร แม่สอด,,0,0,,1,3.52,,0,0,,0,0,,0,0,,,,
23000167-กระดูกขาเลาะ,723610-โรงชำแหละสุกร แม่สอด,คลังสินค้า Chill,,0,0,,1,3.52,,0,0,,0,0,,0,0,23000167,23000167,723610,900
,,รหัสสินค้า:23000168-เนื้อขาเลาะ,,1,3.35,,11,91.65,,0,0,,0,0,,1,2.56,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,0,0,,0,0,,0,0,,0,0,,1,2.56,,,,
23000168-เนื้อขาเลาะ,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,0,0,,0,0,,0,0,,0,0,,1,2.56,23000168,23000168,220910,901
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,1,3.35,,1,7.05,,0,0,,0,0,,0,0,,,,
23000168-เนื้อขาเลาะ,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,1,3.35,,1,7.05,,0,0,,0,0,,0,0,23000168,23000168,262010,900
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,5,62.45,,0,0,,0,0,,0,0,,,,
23000168-เนื้อขาเลาะ,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,5,62.45,,0,0,,0,0,,0,0,23000168,23000168,410710,900
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,4,20.45,,0,0,,0,0,,0,0,,,,
23000168-เนื้อขาเลาะ,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,4,20.45,,0,0,,0,0,,0,0,23000168,23000168,539910,10
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,1,1.7,,0,0,,0,0,,0,0,,,,
23000168-เนื้อขาเลาะ,589110-โรงชำแหละสุกรหนองคาย,คลังสินค้าหมูขุน,,0,0,,1,1.7,,0,0,,0,0,,0,0,23000168,23000168,589110,900
,,รหัสสินค้า:23000171-หัวเต็ม,,79,493,,11,79.65,,0,0,,0,0,,0,0,,,,
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,79,493,,11,79.65,,0,0,,0,0,,0,0,,,,
23000171-หัวเต็ม,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,75,467.78,,11,79.65,,0,0,,0,0,,0,0,23000171,23000171,539910,10
23000171-หัวเต็ม,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังผลิต (0900),,4,25.22,,0,0,,0,0,,0,0,,0,0,23000171,23000171,539910,900
,,รหัสสินค้า:23000172-ลิ้นหมู,,20,61.14,,24,86.65,,0,0,,0,0,,1,1.98,,,,
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,0,0,,1,3.1,,0,0,,0,0,,0,0,,,,
23000172-ลิ้นหมู,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,0,0,,1,3.1,,0,0,,0,0,,0,0,23000172,23000172,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,1,2.22,,0,0,,0,0,,0,0,,,,
23000172-ลิ้นหมู,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,0,0,,1,2.22,,0,0,,0,0,,0,0,23000172,23000172,262110,10
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,4,5.6,,0,0,,0,0,,0,0,,,,
23000172-ลิ้นหมู,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,4,5.6,,0,0,,0,0,,0,0,23000172,23000172,410710,900
,,538010-โรงชำแหละสุกร สระแก้ว,,2,8.5,,1,3.9,,0,0,,0,0,,0,0,,,,
23000172-ลิ้นหมู,538010-โรงชำแหละสุกร สระแก้ว,คลังสินค้า-บริษัท,,2,8.5,,1,3.9,,0,0,,0,0,,0,0,23000172,23000172,538010,900
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,1,1.55,,0,0,,0,0,,0,0,,,,
23000172-ลิ้นหมู,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,1,1.55,,0,0,,0,0,,0,0,23000172,23000172,539010,10
,,589110-โรงชำแหละสุกรหนองคาย,,5,24.7,,15,68.1,,0,0,,0,0,,0,0,,,,
23000172-ลิ้นหมู,589110-โรงชำแหละสุกรหนองคาย,คลังสินค้าหมูขุน,,5,24.7,,15,68.1,,0,0,,0,0,,0,0,23000172,23000172,589110,900
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,8,15.64,,1,2.18,,0,0,,0,0,,1,1.98,,,,
23000172-ลิ้นหมู,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,8,15.64,,1,2.18,,0,0,,0,0,,1,1.98,23000172,23000172,734010,900
,,734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),,5,12.3,,0,0,,0,0,,0,0,,0,0,,,,
23000172-ลิ้นหมู,734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),คลังสินค้า-บริษัท,,5,12.3,,0,0,,0,0,,0,0,,0,0,23000172,23000172,734610,900
,,รหัสสินค้า:23000175-หน้ากากหมู,,12,61.04,,8,27.94,,0,0,,0,0,,0,0,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,1,2.04,,1,0.94,,0,0,,0,0,,0,0,,,,
23000175-หน้ากากหมู,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,1,2.04,,1,0.94,,0,0,,0,0,,0,0,23000175,23000175,220910,901
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,0,0,,1,4.45,,0,0,,0,0,,0,0,,,,
23000175-หน้ากากหมู,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,0,0,,1,4.45,,0,0,,0,0,,0,0,23000175,23000175,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,10,45.7,,0,0,,0,0,,0,0,,0,0,,,,
23000175-หน้ากากหมู,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,6,26.9,,0,0,,0,0,,0,0,,0,0,23000175,23000175,262110,10
23000175-หน้ากากหมู,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,4,18.8,,0,0,,0,0,,0,0,,0,0,23000175,23000175,262110,900
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,3,10.85,,0,0,,0,0,,0,0,,,,
23000175-หน้ากากหมู,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,3,10.85,,0,0,,0,0,,0,0,23000175,23000175,410710,900
,,538010-โรงชำแหละสุกร สระแก้ว,,1,13.3,,0,0,,0,0,,0,0,,0,0,,,,
23000175-หน้ากากหมู,538010-โรงชำแหละสุกร สระแก้ว,คลังสินค้า-บริษัท,,1,13.3,,0,0,,0,0,,0,0,,0,0,23000175,23000175,538010,900
,,538310-โรงชำแหละสุกร ปลวกแดง,,0,0,,3,11.7,,0,0,,0,0,,0,0,,,,
23000175-หน้ากากหมู,538310-โรงชำแหละสุกร ปลวกแดง,คลังสินค้า-บริษัท,,0,0,,3,11.7,,0,0,,0,0,,0,0,23000175,23000175,538310,900
,,รหัสสินค้า:23000176-กระโหลกหมู,,110,705.26,,64,394.12,,0,0,,0,0,,2,16.62,,,,
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,4,41.6,,0,0,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,4,41.6,,0,0,,0,0,,0,0,,0,0,23000176,23000176,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,10,56.9,,6,34.28,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,10,56.9,,6,34.28,,0,0,,0,0,,0,0,23000176,23000176,262110,10
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,4,24.9,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,4,24.9,,0,0,,0,0,,0,0,23000176,23000176,410710,900
,,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),,0,0,,12,110.02,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),คลังสินค้า-FG,,0,0,,12,110.02,,0,0,,0,0,,0,0,23000176,23000176,412410,900
,,538010-โรงชำแหละสุกร สระแก้ว,,17,167,,0,0,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,538010-โรงชำแหละสุกร สระแก้ว,คลังสินค้า-บริษัท,,17,167,,0,0,,0,0,,0,0,,0,0,23000176,23000176,538010,900
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,9,91,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,9,91,,0,0,,0,0,,0,0,23000176,23000176,539010,10
,,589110-โรงชำแหละสุกรหนองคาย,,65,237.6,,2,6.6,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,589110-โรงชำแหละสุกรหนองคาย,คลังสินค้าหมูขุน,,65,237.6,,2,6.6,,0,0,,0,0,,0,0,23000176,23000176,589110,900
,,643510-โรงชำแหละสุกรแพร่,,0,0,,26,66.9,,0,0,,0,0,,0,0,,,,
23000176-กระโหลกหมู,643510-โรงชำแหละสุกรแพร่,คลังสินค้า Chill,,0,0,,26,66.9,,0,0,,0,0,,0,0,23000176,23000176,643510,900
